"FACILITY_DOCUMENT_ID","DOCUMENT_ID","CWNS_ID","FACILITY_ID","STATE_CODE","DOCUMENT_TYPE_ID","DOCUMENT_TYPE","PUBLISHED_DATE","BASE_MONTH_COST_INFO","CERT_FLAG","SELF_CERT_FLAG","AGE_CERT"
11518,59,"47001500001",1235083,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
844,59,"47000925001",1166132,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
5602,59,"47000965001",1166143,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
3183,59,"47000175002",1165989,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
10843,59,"47001495001",1166228,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
4280,59,"47000255001",1235036,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
54,59,"47000100001",1165978,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
6326,59,"47001425001",1166215,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
5253,59,"47000705001",1166088,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
6368,59,"47001465001",1166220,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
5388,59,"47000440001",1166043,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
11521,59,"47003025001",1166271,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
4946,59,"47000690001",1166083,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
4945,59,"47000625001",1166070,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
6317,59,"47001380001",1235079,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
4443,59,"47000175001",1235033,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
5255,59,"47000000014",3608389,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
5305,59,"47000790001",1235052,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
5793,59,"47001075001",1166161,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
6310,59,"47001320001",1166197,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
5792,59,"47001005001",1166148,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
17688,59,"47000880001",1166126,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
11523,59,"47000000016",3609363,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
4944,59,"47001300001",1166195,TN,"1",CWSRF IUP/Project Priority List,2021-11-01,2021-11-01,,,
83,89,"22009920019",3535497,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-01,2021-11-01,,,
79,84,"17000721007",1113999,IL,"23",Final Engineer's Estimate/Lowest Bids,2021-12-15,2021-12-01,,,
134,143,"17003401001",1114143,IL,"20",CIP or Master Plan,2018-09-28,2018-09-01,,,
225,231,"22000000066",3606664,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
233,239,"22003349001",1168536,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-21,2021-10-01,,,
249,254,"22003328002",1237435,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-28,2021-09-01,,,
301,299,"22003007001",1168290,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
36,43,"31001325001",1145936,NE,"12a",Completed State Needs Surveys and other state forms (approved as primary),2021-11-03,2021-11-01,,,
191,201,"41000062001",1238048,OR,"20",CIP or Master Plan,2021-06-09,2021-06-01,,,
193,203,"01000000084",3606661,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-02-08,2022-02-01,,,
195,205,"01000000084",3606661,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-02-08,2022-02-01,,,
214,220,"22000000065",3606663,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-30,2021-10-01,,,
227,233,"22009079017",1168680,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
35,42,"17000622001",1113897,IL,"21",Facility Plan or Preliminary Engineering Report ,2019-01-01,2021-03-01,,,
61,68,"22000110002",3508756,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
80,85,"41000210001",1164431,OR,"20",CIP or Master Plan,2015-08-01,2015-08-01,,,Y
77,83,"22001425001",1168279,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-10,2021-09-01,,,
95,103,"22003432001",1168592,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-26,2021-10-01,,,
244,249,"22001075001",1168259,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
248,253,"22003097001",1168358,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-13,2021-08-01,,,
256,260,"17007515001",1114351,IL,"21",Facility Plan or Preliminary Engineering Report ,2021-03-26,2021-03-01,,,
270,270,"41000050002",3543238,OR,"20",CIP or Master Plan,2020-06-01,2020-06-01,,,
276,270,"41000050001",1164310,OR,"20",CIP or Master Plan,2020-06-01,2020-06-01,,,
282,280,"22000000068",3606671,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-29,2021-10-01,,,
291,289,"22003289002",1168494,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-09-09,2021-09-01,,,
298,296,"01000247001",1102077,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-01-01,2022-01-01,,,
38,45,"31001395001",1145946,NE,"12a",Completed State Needs Surveys and other state forms (approved as primary),2021-11-30,2021-11-01,,,
39,46,"31001278001",1145932,NE,"12a",Completed State Needs Surveys and other state forms (approved as primary),2021-11-30,2021-11-01,,,
59,66,"22000025001",1168167,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
117,127,"22001310001",1168272,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-15,2021-10-01,,,
131,140,"22003015001",1168297,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
196,206,"41000058002",3542104,OR,"20",CIP or Master Plan,2019-04-02,2019-04-01,,,
211,217,"33000044001",1100940,NH,"3",CWSRF Loan Pre-applications/Final Applications,2021-05-21,2021-04-01,,,
216,222,"22000455001",1237407,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-31,2021-10-01,,,
226,232,"17003514001",1114153,IL,"21",Facility Plan or Preliminary Engineering Report ,2021-05-01,2021-05-01,,,
240,246,"33000046001",1100941,NH,"3",CWSRF Loan Pre-applications/Final Applications,2021-05-28,2021-05-01,,,
241,247,"33000046001",1100941,NH,"3",CWSRF Loan Pre-applications/Final Applications,2021-05-28,2021-05-01,,,
243,248,"17000000005",3606667,IL,"21",Facility Plan or Preliminary Engineering Report ,2020-07-21,2020-07-01,,,
246,251,"22001055001",1168257,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
247,252,"17007706001",1114370,IL,"21",Facility Plan or Preliminary Engineering Report ,2021-06-01,2021-06-01,,,
4,4,"51001400063",3068769,VA,"3",CWSRF Loan Pre-applications/Final Applications,2019-07-26,2019-07-01,,,
5,5,"51001400063",3068769,VA,"21",Facility Plan or Preliminary Engineering Report ,2019-07-01,2019-07-01,,,
1713,5,"51000020003",1192609,VA,"21",Facility Plan or Preliminary Engineering Report ,2019-07-01,2019-07-01,,,
20,27,"22003030002",3606634,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-27,2021-10-01,,,
25,31,"17008502001",1114390,IL,"21",Facility Plan or Preliminary Engineering Report ,2022-01-27,2022-01-01,,,
88,94,"22000140001",1168177,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-11-03,2021-11-01,,,
99,108,"22003104001",1168364,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-08-18,2021-08-01,,,
104,113,"22000265001",1168186,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
137,147,"51000001102",3540376,VA,"21",Facility Plan or Preliminary Engineering Report ,2017-07-01,2017-07-01,,,
138,148,"51000001102",3540376,VA,"23",Final Engineer's Estimate/Lowest Bids,2020-09-23,2020-09-01,,,
140,150,"36009071001",1221389,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
198,208,"01000000084",3606661,AL,"21",Facility Plan or Preliminary Engineering Report ,2022-02-08,2022-02-01,,,
250,255,"22003315001",1168515,LA,"2",Non-CWSRF Governmental Loan and Grant Applications,2021-10-28,2021-10-01,,,
1367,266,"36004038002",1220738,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1314,266,"36005054001",1232134,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
396,266,"36003102001",1220529,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
993,266,"36005036001",1220850,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
683,266,"36003026001",1220380,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1109,266,"36003053003",1220416,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1337,266,"36004102004",1220791,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
491,266,"36009008001",1221344,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
724,266,"36005002001",1220812,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1053,266,"36006170001",1221040,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1287,266,"36003020005",1220358,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
389,266,"36006142001",1221032,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1069,266,"36003112001",1220545,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
3560,266,"36005055001",1220866,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1048,266,"36006002001",1220932,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
439,266,"36006025001",1220955,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
2387,266,"36003119004",1220562,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
717,266,"36008048002",1221247,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
740,266,"36005003001",1220813,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
392,266,"36005092001",1220897,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1733,266,"36008087001",1221278,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
434,266,"36006067001",1232141,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1340,266,"36005180001",3484352,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1173,266,"36006123002",3485761,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1817,266,"36008221001",3491177,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1039,266,"36003106001",1220534,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1526,266,"36004071001",1220772,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1285,266,"36005018001",1220833,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1054,266,"36005052001",1220864,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
912,266,"36006031001",1232139,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1835,266,"36006106001",3367990,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1049,266,"36007221001",1221185,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1200,266,"36007086001",1221094,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1710,266,"36008066001",1221264,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1044,266,"36006033001",1232140,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
621,266,"36006142002",3605757,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
4558,266,"36000000236",3606369,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
419,266,"36003196002",1220678,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
3634,266,"36004039001",1220740,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1492,266,"36000000046",3601310,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1309,266,"36005018002",3600477,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
383,266,"36004005001",1220700,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
5432,266,"36004055001",1220753,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
739,266,"36005024001",1220840,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
363,266,"36008043001",1221242,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
3411,266,"36003019001",1220353,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
302,266,"36006021001",1220952,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
623,266,"36006123001",1221028,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1050,266,"36007222001",1221188,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1813,266,"36006031003",3487170,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1116,266,"36003175001",2826620,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1511,266,"36003023001",1220377,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1527,266,"36006084001",1220998,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1021,266,"36006097002",1221014,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
953,266,"36004041001",1220743,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
710,266,"36006027001",1220957,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
3723,266,"36003061001",1220462,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
671,266,"36007044001",1221078,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1142,266,"36009034001",1221357,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
376,266,"36009103001",1221446,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1064,266,"36008259002",2815681,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1073,266,"36003013001",1220347,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
395,266,"36003029001",1220388,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
999,266,"36006053001",1220975,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
2020,266,"36006061001",1220979,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
351,266,"36009126001",1221479,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1095,266,"36003161001",1220618,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1052,266,"36006036001",1220960,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
355,266,"36008014001",1221211,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1100,266,"36003113001",1232114,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
998,266,"36006055001",2857020,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1586,266,"36007193002",3053068,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1268,266,"36008198002",3121469,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
400,266,"36007003001",1221049,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1136,266,"36006007002",3487931,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
624,266,"36004083002",3483342,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1483,266,"36003141002",3604437,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1587,266,"36008124001",1221293,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1588,266,"36005008001",1220818,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1608,266,"36006065001",1220981,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
2073,266,"36000000219",3605546,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1676,266,"36007099001",1232156,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1055,266,"36000000296",3606893,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
701,266,"36006048001",1220971,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1213,266,"36008076001",1221270,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
904,266,"36000000276",3606860,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
944,266,"36000000279",3606870,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
945,266,"36000000280",3606871,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1018,266,"36000000290",3606887,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1040,266,"36000000291",3606888,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1043,266,"36000000292",3606889,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1045,266,"36000000294",3606891,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1057,266,"36000000297",3606894,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1061,266,"36000000299",3606896,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
753,266,"36000000264",3606807,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1096,266,"36000000300",3606897,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1103,266,"36000000303",3606901,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1131,266,"36003176001",1220661,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
3093,266,"36005053001",1220865,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
673,266,"36007056001",1221084,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
991,266,"36006054001",1220976,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1283,266,"36000000333",3606946,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1290,266,"36000000334",3606948,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1399,266,"36007195001",1221175,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1342,266,"36009119001",1221474,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1207,266,"36000000320",3606931,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
5891,266,"36005048001",1220862,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1281,266,"36006117001",1221026,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1581,266,"36008082001",1221273,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
902,266,"36009038001",1221359,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
5574,266,"36003051001",1220415,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
4589,266,"36004062001",1220760,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
735,266,"36003081001",1220501,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
712,266,"36006052001",1220974,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
399,266,"36003066001",1232113,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
948,266,"36004041002",3482791,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
1198,266,"36004048001",1232123,NY,"1",CWSRF IUP/Project Priority List,2021-10-01,2021-10-01,,,
